folder,ID,Name,Lat,Lon,Alt,Vbl,Stat,Units,Source,Link,year_start,year_end,n_records,n_unique_years,filepath
Basel,Basel_Huber,Basel,47.55477,7.59771,270,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1789,1801,6061,13,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Huber_17890117-18010101_ta_oben_subdaily_qc.tsv
BuerenAnDerAare,Bueren,Büren an der Aare,47.139749,7.374165,440,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1789,1795,5739,7,/scratch3/PALAEO-RA/daily_data/final/BuerenAnDerAare/GCOS_Bueren_17891220-17970106_ta_bis_subdaily_qc.tsv
BuerenAnDerAare,Bueren,Büren an der Aare,47.139749,7.374165,440,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1789,1797,7543,9,/scratch3/PALAEO-RA/daily_data/final/BuerenAnDerAare/GCOS_Bueren_17891220-17970106_ta_subdaily_qc.tsv
Kezmarok,Kezmarok,Kezmarok,49.135,20.43,626,ta,mean,C,WeaR,DOI: 10.5194/cp-18-2545-2022,1789,1789,59,1,/scratch3/PALAEO-RA/daily_data/final/Kezmarok/WeaR_Kezmarok_17890101-17890228_ta_daily.tsv
Pyshminsk,Palatine-Society_Pyshminsk,Pyshminsk,56.976111,60.594444,270,ta,point,C,PALAEO-RA,,1790,1791,1830,2,/scratch3/PALAEO-RA/daily_data/final/Pyshminsk/PALAEO-RA_Pyshminsk_17900501-17911231_ta_subdaily_qc.tsv
Valencia,Valencia,DominguezCastro_Valencia,39.47,-0.38,25,ta,point,C,Dominguez_Castro_2014,https://docta.ucm.es/entities/publication/b26dac98-5ffe-482c-9419-2f94168cc7eb,1790,1861,62645,59,/scratch3/PALAEO-RA/daily_data/final/Valencia/DominguezCastro_Valencia_17900629-18611231_ta_subdaily_qc.tsv
Zitenice,Zitenice,Brug_Zitenice,50.55,14.16,223,ta,point,C,Yuri Brugnara,,1790,1818,20998,20,/scratch3/PALAEO-RA/daily_data/final/Zitenice/Brug_Zitenice_17900101-18181231_ta_subdaily_qc.tsv
Breslau,Wroclaw,Przybylak_Breslau,51.11,17.04,117,ta,mean,C,"Galle J.G., 1857, Grundzüge der Schlesischen Klimatologie, Josef Max & Komp., Breslau, XXIII+128 pp.",,1791,1854,23339,64,/scratch3/PALAEO-RA/daily_data/final/Breslau/Przybylak_Breslau_17910206-18541231_ta_daily_qc.tsv
Central-Belgium-Temperature,CBT,Central Belgium Temperature,50.85045,4.34878,13,ta,mean,C,"Demarée, Gaston R. et al. “The Long-Term Daily Central Belgium Temperature (CBT) Series (1767–1998) and Early Instrumental Meteorological Observations in Belgium.” Climatic Change 53 (2002): 269-293.",https://doi.org/10.1023/A:1014931211466,1794,1899,34284,94,/scratch3/PALAEO-RA/daily_data/final/Central-Belgium-Temperature/GastonDemaree_Central-Belgium-Temperature_17670101-18991231_ta_daily_qc.tsv
Dinhard,ZH10_Dynhard,Dinhard,47.555,8.777,430,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1794,1794,1095,1,/scratch3/PALAEO-RA/daily_data/final/Dinhard/CHIMES_Dinhard_17940101-17941231_ta_subdaily_qc.tsv
Mulhouse,Mulhouse,Mulhouse,47.75,7.34,240,ta,point,C,DigiHom,,1794,1812,18812,19,/scratch3/PALAEO-RA/daily_data/final/Mulhouse/DigiHom_Mulhouse_17940305-18121231_ta_subdaily_qc.tsv
Schaffhausen,SH01_Schaffhausen,Schaffhausen,47.696,8.639,400,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1794,1845,57973,52,/scratch3/PALAEO-RA/daily_data/final/Schaffhausen/CHIMES_Schaffhausen_17940101-18450903_ta_subdaily_qc.tsv
Zurich,GCOS_Zurich_Hirzel,Zurich,47.371620,8.543980,418,ta,point,C,PALAEO-RA,,1795,1802,8109,8,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Hirzel_17950101-18020930_ta_subdaily_qc.tsv
Granada,Gr1796-1797,Granada,37.1667,-3.6,660,ta,point,C,El Mensagero Económico y Erudito de Granada. Universidad de Granada FLA F-9-9-3 http://www.bibliotecavirtualdeandalucia.es,http://hdl.handle.net/10835/6248,1796,1797,491,2,/scratch3/PALAEO-RA/daily_data/final/Granada/Sanchez-Rodrigo_Granada_17960528-17970930_ta_noon_qc.tsv
Bern,Bern_Studer,Bern,46.947933,7.439289,540,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1797,1801,4912,5,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_17970108-18270709_ta_subdaily_qc.tsv
Bern,Bern_Studer,Bern,46.947933,7.439289,540,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1797,1827,27994,31,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Studer_17970619-18270709_ta_bis_subdaily_qc.tsv
Salzburg,Europe_Salzburg,Salzburg,47.8,13,423,ta,point,C,PALAEO-RA,,1797,1798,262,2,/scratch3/PALAEO-RA/daily_data/final/Salzburg/PALAEO-RA_Salzburg_17971118-17980417_ta_subdaily_qc.tsv
Geneva,Genf,Genf,46.202,6.147,375,ta,point,C,DigiHom,"Journal de Geneve, M. Paul: Impr. Bonnant, 1787-1794 | ""Bibliotheque britannique"", Marc August Pictet (1798-1815) | ""Bibliotheque universelle des sciences, belles-lettres, et arts"" (1816-..)",1798,1860,74244,63,/scratch3/PALAEO-RA/daily_data/final/Geneva/DigiHom_Geneva_17981201-18601130_ta_subdaily_qc.tsv
Cadiz,Ca1799-1800,Cadiz,36.516667,-6.283333,13,ta,point,C,"Aréjula, J.M. 1806. Breve descripción de la fiebre amarilla padecida en Cádiz. Biblioteca de Andalucía ANT-XIX-614 http://www.biblitecavirtualdeandalucia.es",http://hdl.handle.net/10835/6806,1799,1800,704,2,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_JMChacon_17990101-18001231_ta_daily_qc.tsv
Cadiz,Ca1799-1800,Cadiz,36.516667,-6.283333,13,ta,point,C,"Aréjula, J.M. 1806. Breve descripción de la fiebre amarilla padecida en Cádiz. Biblioteca de Andalucía ANT-XIX-614 http://www.biblitecavirtualdeandalucia.es",http://hdl.handle.net/10835/6806,1799,1800,704,2,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_JMChacon_17990101-18001231_ta_noon_qc.tsv
Barcelona,Barcelona,Barcelona,41.390205,2.154007,12,ta,point,C,"Bolzern, M. Der sommer des jahres ohne sommer in verschiedenen städten europas (2015). Frühlingssemester 2015.220. Leitung: Stefan Brönnimann; Betreuung: Renate Auchmann. Abgabe: 2015-08-21",,1800,1825,28469,26,/scratch3/PALAEO-RA/daily_data/final/Barcelona/Bolzern_Barcelona_18000101-18251231_ta_subdaily_qc.tsv
Cadiz,Ca1800,Cadiz,36.516667,-6.283333,13,ta,point,C,"González, PM. 1801. Disertación médica sobre la calentura maligna contagiosa que reynó en Cádiz en el año de 1800. Biblioteca Universidad Complutense BH FG 1272",http://hdl.handle.net/10835/6806,1800,1800,89,1,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_PMGonzalez_18000801-18001031_ta_noon_qc.tsv
Cadiz,Ca1800,Cadiz,36.516667,-6.283333,13,ta,point,C,"González, PM. 1801. Disertación médica sobre la calentura maligna contagiosa que reynó en Cádiz en el año de 1800. Biblioteca Universidad Complutense BH FG 1272",http://hdl.handle.net/10835/6806,1800,1800,89,1,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_PMGonzalez_18000801-18001031_ta_subdaily_qc.tsv
Ylitornio,Ylitornio,Ylitornio,66.319266,23.67097,55,ta,point,C,"Helama, S., Holopainen, J., Timonen, M., Ogurtsov, M. G., Lindholm, M., Meriläinen, J., Eronen, M. (2004). Comparison of living-tree and subfossil ringwidths with summer temperatures","Holopainen, J. (2006): Reconstructions of past climates from documentary and natural sources in Finland since the 18th century. Ph.D. dissertation. Publications of the Department of Geology D9, Yliopistopaino, Helsinki, 33 pp.",1800,7821,38450,38,/scratch3/PALAEO-RA/daily_data/final/Ylitornio/Helama-et-al_Ylitornio_18001001-18381231_ta_subdaily_qc.tsv
Delemont,JU01_Delemont,Delemont,47.3653,7.34336,432,ta,point,C,CHIMES,https://doi.pangaea.de/10.1594/PANGAEA.948258,1801,1832,31039,32,/scratch3/PALAEO-RA/daily_data/final/Delemont/CHIMES_Delemont_18011222-18321230_ta_subdaily_qc.tsv
Delft,KNMI-45_Delfft2,Delfft2,52.1014,5.1867,0,ta,point,C,KNMI,http://projects.knmi.nl/klimatologie/daggegevens/antieke_wrn/index.html,1801,1818,16564,17,/scratch3/PALAEO-RA/daily_data/final/Delft/KNMI_Delft_18010901-18181014_ta_subdaily_qc.tsv
Basel,Basel_Huber,Basel,47.55662,7.59158,270,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1802,1829,12923,28,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Huber_18020511-18291018_ta_hinten_subdaily_qc.tsv
Basel,Basel_Huber,Basel,47.55662,7.59158,270,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1802,1829,13232,28,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Huber_18020511-18291024_ta_vorne_subdaily_qc.tsv
Cadiz,Ca1802-1803,Cadiz,36.516667,-6.283333,13,ta,point,C,"Diario Comercial de Cádiz (1802-1830), Cádiz Library, sgn: FL-PP-Est.59. http://www.bibliotecavirtualdeandalucia.es",http://hdl.handle.net/10835/6806,1802,1803,1272,2,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_18021030-18031230_ta_subdaily_qc.tsv
Bern,Bern_Fueter,Bern,46.946688,7.432487,540,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1803,1806,335,4,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Fueter_18031210-18061101_ta_subdaily_qc.tsv
Cadiz,CaA1803,Cadiz,36.516667,-6.283333,13,ta,point,C,"Aréjula, J.M. 1806. Breve descripción de la fiebre amarilla padecida en Cádiz. Biblioteca de Andalucía ANT-XIX-614 http://www.biblitecavirtualdeandalucia.es",http://hdl.handle.net/10835/6806,1803,1803,870,1,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_JMdeArejula_18030101-18031017_ta_subdaily_qc.tsv
Cadiz,CaU1803,Cadiz,36.516667,-6.283333,13,ta,point,C,"Ureña, M. 1804. Observaciones meteorológicas hechas en la Isla de León en 1803. Anales de Ciencias Naturales. Biblioteca Universidad Complutense BH Rev 55 (5-11) http://www.books.google.es",http://hdl.handle.net/10835/6806,1803,1803,1056,1,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_deMolina-deUrena_18030101-18031231_ta_subdaily_qc.tsv
Ylitornio,Ylitornio,Ylitornio,66.319266,23.670970,55,ta,mean,C,Bolzern,,1803,1822,6460,19,/scratch3/PALAEO-RA/daily_data/final/Ylitornio/Bolzern_Ylitornio_18030508-18221231_ta_noon_qc.tsv
Cartagena,Car1804-1806,Cartagena,37.6,-0.9667,67,ta,point,C,"Diario de Cartagena. 1804-1807. Archivo Municipal de Murcia, 1-G-13/14, (http://archivodemurcia.es).",https://repositorio.ual.es/handle/10835/6806,1804,1807,1008,4,/scratch3/PALAEO-RA/daily_data/final/Cartagena/EMOSSv2_Cartagena_18040813-18071231_ta_subdaily_qc.tsv
StPetersburg,Europe_StPetersburg,St. Petersburg,59.93,30.27,5,ta,point,C,PALAEO-RA,https://www.prlib.ru/en/item/903296,1805,1821,18579,17,/scratch3/PALAEO-RA/daily_data/final/StPetersburg/PALAEO-RA_StPetersburg_18050110-18211231_ta_subdaily_qc.tsv
Vevey,VD01_Vevey,Vevey,46.46015,6.84447,378,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1805,1840,24395,36,/scratch3/PALAEO-RA/daily_data/final/Vevey/CHIMES_Vevey_18051201-18400815_ta_subdaily_qc.tsv
Aarau,AG01_Aarau_Zschogge,Aarau,47.393,8.043,384,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1807,1865,64151,59,/scratch3/PALAEO-RA/daily_data/final/Aarau/CHIMES_Aarau_Zschogge_18070101-18651231_ta_subdaily_qc.tsv
Gdansk,Gdansk,Gdansk 'Excel sheet by Rajmund Przybylak,54.35,18.53,8,ta,point,C,RAJMUND Przybylak,,1807,1807,365,1,/scratch3/PALAEO-RA/daily_data/final/Gdansk/Przybylak_Gdansk_18070101-18071231_ta_daily_qc.tsv
Ylitornio,Ylitornio,Ylitornio,66.319266,23.670970,55,ta,mean,C,Bolzern,,1807,1807,365,1,/scratch3/PALAEO-RA/daily_data/final/Ylitornio/Bolzern_Ylitornio_18070101-18071231_ta_daily_qc.tsv
Zurich,GCOS_Zurich_Feer,Zurich,47.371620,8.543980,418,ta,point,C,PALAEO-RA,,1807,1827,14806,20,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Feer_18070101-18271231_ta_subdaily_qc.tsv
Kherson,Kherson,Kherson,46.633300,32.566700,20,ta,point,C,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1808,1825,8514,13,/scratch3/PALAEO-RA/daily_data/final/Kherson/UA-UHMI_Kherson_18081113-18250312_ta_subdaily.tsv
Lausanne,VD02_Lausanne_Unknown,Lausanne,46.52177,6.63482,514,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1808,1809,2055,2,/scratch3/PALAEO-RA/daily_data/final/Lausanne/CHIMES_Lausanne_Unknown_18080201-18091231_ta_subdaily_qc.tsv
Winterthur,ZH03_Winterthur_Unknown,Winterthur,47.496,8.73,470,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1808,1816,11285,9,/scratch3/PALAEO-RA/daily_data/final/Winterthur/CHIMES_Winterthur_Unknown_18080701-18160430_ta_subdaily_qc.tsv
Kiev,Kyiv,Kyiv,50.45,30.5031,183,ta,point,C,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1812,1825,10745,11,/scratch3/PALAEO-RA/daily_data/final/Kiev/UA-UHMI_Kyiv_18120129-18251212_ta_subdaily.tsv
Sevilla,Se1812-1830,Sevilla,36.3833,-5.9833,11,ta,point,C,"Diario del Gobierno de Sevilla/Diario de Sevilla/Diario de Sevilla de Comercio, Artes y Literatura. 1812, 1813, 1829, 1830. Biblioteca Nacional de España, R60042(11), (http://www.hemerotecadigital.bne.es).",http://hdl.handle.net/10835/6806,1812,1830,24,5,/scratch3/PALAEO-RA/daily_data/final/Sevilla/EMOSSv2_Sevilla_18120920-18300206_ta_subdaily_qc.tsv
Zurich,GCOS_Zurich_Horner,Zurich,47.370000,8.538000,410,ta,point,C,PALAEO-RA,,1812,1835,9514,19,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Horner_18120204-18350818_ta_subdaily_qc.tsv
Augsburg,Augsburg,Augsburg,48.35,10.8833,500,ta,point,C,PALAEO-RA,,1813,1817,4383,4,/scratch3/PALAEO-RA/daily_data/final/Augsburg/PALAEO-RA_Augsburg_18130101-18171231_ta_subdaily_qc.tsv
Granada,Gr1813,Granada,37.1667,-3.6,660,ta,point,C,Diario de Granada: El Publicista. 1812-1813. Biblioteca de Andalucia http://www.bibliotecavirtualdeandalucia.es,http://hdl.handle.net/10835/6248,1813,1813,50,1,/scratch3/PALAEO-RA/daily_data/final/Granada/Sanchez-Rodrigo_Granada_18130101-18130228_ta_noon_qc.tsv
StGallen,SG01_StGallen,St. Gallen,47.4245,9.37853,676,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1813,1853,48336,41,/scratch3/PALAEO-RA/daily_data/final/StGallen/CHIMES_StGallen_18130101-18530607_ta_subdaily_qc.tsv
Bologna,TG_SOUID_100862,Bologna,44.5,11.345833,53,ta,mean,C,ECA&D,knmi-ecad-assets-prd.s3.amazonaws.com/download/ECA_nonblend_tg.zip,1814,2003,69392,190,/scratch3/PALAEO-RA/daily_data/final/Bologna/ECA&D_Bologna_18140101-20031231_ta_daily_qc.tsv
Armagh,Armagh,Yuri_Armagh,54.3533,6.6483,64,ta,point,C,"Butler, C. J., García Suárez, A. M., Coughlin, A. D. S., & Morrell, C. (2005). Air temperatures at Armagh observatory, northern Ireland, from 1796 to 2002. International Journal of Climatology: A Journal of the Royal Meteorological Society, 25(8), 1055-1079.",DOI: 10.1002/joc.1148,1815,1818,3465,4,/scratch3/PALAEO-RA/daily_data/final/Armagh/Yuri_Armagh_18150101-18180228_ta_subdaily_qc.tsv
Oxford,TG_SOUID_100929,RadcliffeMeteorologicalStationOxford,51.760833,-1.263889,63,ta,mean,C,ECA&D,knmi-ecad-assets-prd.s3.amazonaws.com/download/ECA_nonblend_tg.zip,1815,2024,76302,210,/scratch3/PALAEO-RA/daily_data/final/Oxford/ECA&D_Oxford_Radcliffe_18150101-20241231_ta_daily.tsv
Althorp,Althorp,Yuri_Althorp,52.28,-1,105,ta,point,C,"Brugnara, Y., Auchmann, R., Brönnimann, S., Allan, R. J., Auer, I., Barriendos, M., Bergström, H., Bhend, J., Brázdil, R., Compo, G. P., Cornes, R. C., Dominguez-Castro, F., van Engelen, A. F. V., Filipiak, J., Holopainen, J., Jourdain, S., Kunz, M., Luterbacher, J., Maugeri, M., Mercalli, L., Moberg, A., Mock, C. J., Pichard, G., Řezníčková, L., van der Schrier, G., Slonosky, V., Ustrnul, Z., Valente, M. A., Wypych, A., and Yin, X.: A collection of sub-daily pressure and temperature observations for the early instrumental period with a focus on the `year without a summer` 1816, Clim. Past, 11, 1027–1047, 2015.",https://doi.org/10.5194/cp-11-1027-2015,1816,1817,1400,2,/scratch3/PALAEO-RA/daily_data/final/Althorp/Yuri_Althorp_18160101-18171130_ta_subdaily.tsv
Avignon,Avignon,Yuri_Avignon,43.949,4.811,51,ta,point,C,"Guérin, J. (1839). Observations météorologiques faites à Avignon; suivies d'un tableau monographique des taches du soleil. Imprimerie de Jacquet et Joudou. Archives nationales, Observations climatologiques et pluviométriques des postes climatologiques bénévoles, classés par département : Seine à Yonne (Cote: 19820184/73/2).",,1816,1816,1131,1,/scratch3/PALAEO-RA/daily_data/final/Avignon/Yuri_Avignon_18160101-18161231_ta_subdaily_qc.tsv
Cadiz,Ca1816-1830,Cadiz,36.516667,-6.283333,13,ta,point,C,"Diario Comercial de Cádiz (1802-1830), Cádiz Library, sgn: FL-PP-Est.59. http://www.bibliotecavirtualdeandalucia.es",http://hdl.handle.net/10835/6806,1816,1830,15667,15,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_18160830-18301229_ta_subdaily_qc.tsv
Zurich,GCOS_Zurich_Escher,Zurich,47.371620,8.543980,427,ta,point,C,PALAEO-RA,,1816,1816,214,1,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Escher_18160601-18161231_ta_subdaily_qc.tsv
GrandStBernard,GCOS_GrandStBernard,Grand St. Bernard,45.869,7.17068,2491,ta,point,C,DIGIHOM; PALAEO-RA,https://doi.pangaea.de/10.1594/PANGAEA.948258,1817,1861,57912,45,/scratch3/PALAEO-RA/daily_data/final/GrandStBernard/GCOS_GrandStBernard_18170914-18611231_ta_subdaily_qc.tsv
Einsiedeln,SZ01_Einsiedeln,Einsiedeln,47.12671,8.75194,906,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1818,1864,20218,37,/scratch3/PALAEO-RA/daily_data/final/Einsiedeln/CHIMES_Einsiedeln_18181217-18641231_ta_subdaily_qc.tsv
Bern,Bern_Fueter,Bern,46.946688,7.432487,540,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1819,1833,10188,15,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Fueter_18190101-18331121_ta_subdaily_qc.tsv
Cadiz,Ca1820-1822,Cadiz,36.516667,-6.283333,13,ta,point,C,"Pérez-Laso, FJ. (ed.), 1820-1822, 1824. Periódico de la Sociedad Médico-Quirúrgica de Cádiz. Biblioteca Universidad Complutense BH Rev 63-1, 63-2, 63-3, 63-4 (http://www.books.google.com)",http://hdl.handle.net/10835/6806,1820,1822,1096,3,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_PerezLasso_18200101-18221231_ta_subdaily_qc.tsv
Granada,Gr1820,Granada,37.1667,-3.6,660,ta,point,C,Diario Constitucional de Granada. 1820. Biblioteca de Andalucia http://www.bibliotecavirtualdeandalucia.es,http://hdl.handle.net/10835/6248,1820,1820,93,1,/scratch3/PALAEO-RA/daily_data/final/Granada/Sanchez-Rodrigo_Granada_18200630-18200730_ta_subdaily_qc.tsv
Herisau,AR01_Herisau_Merz,Herisau,47.385,9.279,770,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1821,1831,10561,11,/scratch3/PALAEO-RA/daily_data/final/Herisau/CHIMES_Herisau_Merz_18211001-18310630_ta_subdaily_qc.tsv
Herisau,AR01_Herisau_Nef,Herisau,47.385,9.279,770,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1822,1844,22170,22,/scratch3/PALAEO-RA/daily_data/final/Herisau/CHIMES_Herisau_Nef_18220101-18440110_ta_subdaily_qc.tsv
Zurich,Zurich_Weiss,Zürich,47.368980,8.545020,425,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1823,1835,1192,3,/scratch3/PALAEO-RA/daily_data/final/Zurich/GCOS_Zurich_Weiss_18231201-18350818_ta_subdaily_qc.tsv
Jena,TG_SOUID_100172,JenaSternwarte,50.926667,11.584167,155,ta,mean,C,ECA&D,knmi-ecad-assets-prd.s3.amazonaws.com/download/ECA_nonblend_tg.zip,1824,2024,71800,198,/scratch3/PALAEO-RA/daily_data/final/Jena/ECA&D_Jena_18240101-20241231_ta_daily.tsv
Poltava,Poltava,Poltava,49.609444,34.544722,160,ta,point,C,"Ukrainian early (pre-1850) historical weather observations, Skrynk et al.",https://doi.org/10.15407/uhmi.report.01,1824,1851,24006,24,/scratch3/PALAEO-RA/daily_data/final/Poltava/UA-UHMI-v1_Poltava_18240101-18510112_ta_subdaily_qc.tsv
Basel,Basel_Burckhardt,Basel,47.55777,7.58828,280,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1825,1827,1843,3,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Burckhardt_18250915-18271231_ta_subdaily_qc.tsv
Kherson,Kherson,Kherson,46.633300,32.566700,20,ta,point,C,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1825,1827,1704,3,/scratch3/PALAEO-RA/daily_data/final/Kherson/UA-UHMI_Kherson_18250313-18270712_ta_subdaily.tsv
Aarau,AG01_Aarau_Bronner,Aarau,47.393,8.043,384,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1826,1830,4731,5,/scratch3/PALAEO-RA/daily_data/final/Aarau/CHIMES_Aarau_Bronner_18260401-18301231_ta_subdaily_qc.tsv
Basel,Basel_Fuerstenberger,Basel,47.56085,7.58222,270,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1826,1828,1502,3,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Fuerstenberger_18260401-18281012_ta_bis_subdaily_qc.tsv
Basel,Basel_Fuerstenberger,Basel,47.56085,7.58222,270,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1826,1832,3426,6,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Fuerstenberger_18260401-18321231_ta_subdaily_qc.tsv
Bellinzona,TI02_Bellinzona,Bellinzona,46.19108,9.02262,230,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1826,1832,5239,7,/scratch3/PALAEO-RA/daily_data/final/Bellinzona/CHIMES_Bellinzona_18261101-18321031_ta_subdaily_qc.tsv
Bern,Bern_Trechsel,Bern,46.94694,7.450515,548,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1826,1849,31233,23,/scratch3/PALAEO-RA/daily_data/final/Bern/GCOS_Bern_Trechsel_18260401-18490930_ta_subdaily_qc.tsv
Bevers,GR02_Bevers_Bovelin,Bever,46.55309,9.89009,1708,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1826,1831,5691,6,/scratch3/PALAEO-RA/daily_data/final/Bevers/CHIMES_Bevers_Bovelin_18260819-18311231_ta_subdaily_qc.tsv
Luzern,LU01_Luzern_Ineichen,Luzern,47.052,8.304,435,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1826,1832,4202,7,/scratch3/PALAEO-RA/daily_data/final/Luzern/CHIMES_Luzern_Ineichen_18260401-18320430_ta_subdaily_qc.tsv
Solothurn,SO01_Solothurn,Solothurn,47.20784,7.53746,434,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1826,1831,4405,6,/scratch3/PALAEO-RA/daily_data/final/Solothurn/CHIMES_Solothurn_18260311-18310430_ta_subdaily_qc.tsv
Zafra,BAZAFR1,Extremadura-Zafra,38.433333,-6.429167,508,ta,point,C,"Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from BAALAN1 (1866). PANGAEA.",https://doi.pangaea.de/10.1594/PANGAEA.925805,1826,1827,35,2,/scratch3/PALAEO-RA/daily_data/final/Zafra/EMOSSv2_Zafra_18260626-18270827_ta_subdaily_qc.tsv
Luhansk,Luhansk,Luhansk,48.566700,39.250000,62,ta,point,C,UA-UHMI,https://doi.org/10.15407/uhmi.report.01,1827,1837,9434,11,/scratch3/PALAEO-RA/daily_data/final/Luhansk/UA-UHMI_Luhansk_18270113-18370412_ta_subdaily.tsv
Rovereto,Europe_Rovereto_2,Rovereto,45.9,11.05,200,ta,point,C,PALAEO-RA,,1827,1829,2190,3,/scratch3/PALAEO-RA/daily_data/final/Rovereto/PALAEO-RA_Rovereto_Unknown_18270101-18291230_ta_subdaily_qc.tsv
Basel,Basel_Merian,Basel,47.56267,7.58445,268,ta,point,C,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1828,1863,64088,36,/scratch3/PALAEO-RA/daily_data/final/Basel/GCOS_Basel_Merian_18280101-18631231_ta_subdaily_qc.tsv
Schaffhausen,SH01_Schaffhausen,Schaffhausen,47.696,8.639,400,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1828,1845,20670,18,/scratch3/PALAEO-RA/daily_data/final/Schaffhausen/CHIMES_Schaffhausen_18280705-18451028_ta_bis_subdaily_qc.tsv
Weissenstein,SO02_Weissenstein,Weissenstein,47.25193,7.50909,1282,ta,point,C,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1828,1831,2070,4,/scratch3/PALAEO-RA/daily_data/final/Weissenstein/CHIMES_Weissenstein_18280901-18310430_ta_subdaily_qc.tsv
